0.8580, 0.3911
0.3240, 0.8831
0.1497, 0.6673
0.2392, 0.6930
0.2110, 0.5824
0.8320, 0.4283
0.6338, 0.2272
0.9731, 0.3858
0.8682, 0.2909
0.1395, 0.6660
0.6090, 0.0945
0.5251, 0.1520
0.3886, 0.8944
0.9794, 0.3149
0.6524, 0.0595
0.8910, 0.3787
0.9288, 0.2678
0.4987, 0.7750
0.6843, 0.0808
0.2645, 0.7675
0.5537, 0.2167
0.2865, 0.7849
0.2295, 0.6866
0.9423, 0.2514
0.7172, 0.1987
0.4907, 0.8205
0.5063, 0.1258
0.8693, 0.3899
0.0074, 0.7481
0.2917, 0.8964
0.1752, 0.5341
0.3099, 0.9245
0.2901, 0.7841
0.3320, 0.8680
0.0141, 0.5273
0.8725, 0.2793
0.1622, 0.6536
0.6535, 0.0035
0.8794, 0.4514
0.0624, 0.6553
0.7401, 0.1521
0.2188, 0.5889
0.0000, 0.6528
0.7731, 0.4547
0.2398, 0.5245
0.5059, 0.1069
0.9214, 0.4449
0.8734, 0.4877
0.6118, 0.1553
0.5414, 0.2116
0.1862, 0.7232
0.2995, 0.9307
0.1564, 0.7443
0.7359, 0.1735
0.1710, 0.5788
0.9783, 0.4228
0.8634, 0.4394
0.5383, 0.0109
0.5063, 0.1478
0.3454, 0.9953
0.7563, 0.4549
0.9336, 0.3594
0.5409, 0.0212
0.0395, 0.6954
0.7326, 0.0853
0.1159, 0.6746
0.6560, 0.0762
0.6839, 0.0657
0.6768, 0.1484
0.5730, 0.1139
0.3918, 0.7624
0.4174, 0.9699
0.2100, 0.6522
0.6395, 0.1191
0.6041, 0.1280
0.4756, 0.8002
0.5178, 0.1620
0.2007, 0.5118
0.0192, 0.6437
0.0643, 0.5093
0.1539, 0.6469
0.2591, 0.9543
0.6798, 0.0491
0.4873, 0.8929
0.7642, 0.3552
0.3738, 0.7979
0.9829, 0.3577
0.1614, 0.7117
0.2730, 0.8314
0.4162, 0.7657
0.6234, 0.0173
0.2181, 0.5366
0.6322, 0.2340
0.4145, 0.8136
0.1937, 0.6145
0.4615, 0.8199
0.0557, 0.6916
0.4412, 0.8356
0.5637, 0.0175
0.4847, 0.9322
0.3433, 0.8505
0.5147, 0.2044
0.9953, 0.4969
0.2029, 0.6584
0.3969, 0.9010
0.2697, 0.7950
0.5419, 0.1198
0.3216, 0.9462
0.0049, 0.5656
0.5987, 0.0959
0.7141, 0.1385
0.0801, 0.6133
0.4781, 0.9372
0.8428, 0.4941
0.7020, 0.1853
0.2002, 0.5473
0.9590, 0.4264
0.8247, 0.4185
0.1677, 0.5861
0.2049, 0.5206
0.4542, 0.7512
0.7155, 0.2306
0.7742, 0.4648
0.2116, 0.5841
0.7170, 0.0457
0.4869, 0.7920
0.1258, 0.6979
0.1324, 0.6880
0.1555, 0.5660
0.7648, 0.2583
0.4588, 0.9366
0.7970, 0.4155
0.5754, 0.0733
0.9173, 0.2683
0.9756, 0.3897
0.1210, 0.5183
0.1455, 0.7392
0.8739, 0.3200
0.5238, 0.0587
0.6295, 0.0618
0.9796, 0.4856
0.5920, 0.1756
0.5468, 0.1495
0.1948, 0.5836
0.3102, 0.9485
0.7242, 0.1231
0.4054, 0.8496
0.7986, 0.2587
0.4615, 0.7961
0.6118, 0.0207
0.4782, 0.8816
0.2380, 0.5572
0.6605, 0.0053
0.0082, 0.5929
0.1420, 0.7000
0.1491, 0.5901
0.7162, 0.0593
0.8477, 0.3610
0.4864, 0.9699
0.4425, 0.9793
0.1671, 0.5235
0.1778, 0.6623
0.8988, 0.4478
0.3174, 0.9205
0.3695, 0.8995
0.7110, 0.0158
0.9070, 0.3162
0.4988, 0.8855
0.2822, 0.8714
0.1066, 0.5894
0.2312, 0.5114
0.0318, 0.7473
0.0781, 0.6792
0.6089, 0.1599
0.1751, 0.5638
0.9357, 0.2837
0.2471, 0.5899
0.3314, 0.7962
0.6697, 0.0554
0.1437, 0.7386
0.9591, 0.4095
0.7216, 0.1771
0.0148, 0.6621
0.9167, 0.3095
0.1549, 0.6268
0.6940, 0.1766
0.5968, 0.0942
0.6483, 0.2178
0.0846, 0.5152
0.8438, 0.4654
0.5007, 0.1056
0.7488, 0.0144
0.8423, 0.3055
0.1898, 0.5902
0.6822, 0.0260
0.8617, 0.4254
0.4934, 0.8124
0.9308, 0.3897
0.5266, 0.0790
0.6916, 0.0419
0.0466, 0.7468
0.9593, 0.4261
0.5375, 0.2362
0.5332, 0.1797
0.4787, 0.8949
0.3584, 0.8682
0.0240, 0.5566
0.6094, 0.0601
0.2934, 0.8129
0.4715, 0.9655
0.1978, 0.5143
0.3102, 0.8294
0.3353, 0.9901
0.9410, 0.3989
0.9512, 0.3187
0.7819, 0.4532
0.4278, 0.9380
0.1969, 0.5874
0.5199, 0.2043
0.9235, 0.3871
0.8183, 0.2783
0.8879, 0.4336
0.6880, 0.0297
0.3299, 0.8691
0.8470, 0.2881
0.5656, 0.1318
0.2414, 0.7355
0.9690, 0.4129
0.3950, 0.7796
0.9742, 0.4184
0.2758, 0.8302
0.3792, 0.8630
0.1242, 0.5549
0.2968, 0.9634
0.4384, 0.9905
0.0551, 0.6439
0.9877, 0.4993
0.5833, 0.2191
0.5518, 0.1910
0.6129, 0.0816
0.0034, 0.6471
0.2144, 0.6876
0.6121, 0.0779
0.0110, 0.6784
0.8822, 0.4506
0.1357, 0.7331
0.2180, 0.5777
0.6548, 0.0166
0.7372, 0.1514
0.6018, 0.1863
0.9741, 0.4327
0.2347, 0.6492
0.2297, 0.6549
0.8807, 0.2620
0.0455, 0.6766
0.3488, 0.9010
0.1776, 0.6102
0.2381, 0.6643
0.8873, 0.4881
0.1058, 0.5750
0.0768, 0.6643
0.9249, 0.3414
0.1337, 0.6253
0.1399, 0.5777
0.3517, 0.8873
0.3839, 0.8295
0.3072, 0.9435
0.1592, 0.5398
0.7151, 0.1478
0.1746, 0.6261
0.2198, 0.7370
0.7938, 0.2599
0.9144, 0.4268
0.7450, 0.1673
0.4391, 0.8335
0.1715, 0.7208
0.0882, 0.6479
0.0670, 0.6029
0.5756, 0.0502
0.9178, 0.3601
0.3968, 0.9527
0.9006, 0.3676
0.4515, 0.7626
0.6864, 0.0683
0.7239, 0.2445
0.0375, 0.5957
0.8643, 0.3737
0.6607, 0.0913
0.2475, 0.6512
0.7851, 0.3097
0.6617, 0.1637
0.0242, 0.6093
0.5143, 0.1101
0.9791, 0.2915
0.3748, 0.9782
0.6172, 0.1920
0.8089, 0.3281
0.7272, 0.1930
0.2935, 0.9094
0.3384, 0.9300
0.8224, 0.2760
0.3632, 0.9347
0.2935, 0.9799
0.7660, 0.4846
0.8925, 0.4500
0.4498, 0.9808
0.9531, 0.3574
0.8132, 0.4124
0.3727, 0.9164
0.0733, 0.5890
0.1833, 0.5425
0.0152, 0.5502
0.4109, 0.8574
0.9845, 0.3182
0.3174, 0.9886
0.7248, 0.1064
0.6032, 0.0299
0.7703, 0.4126
0.4579, 0.9458
0.9100, 0.3658
0.2813, 0.8007
0.8201, 0.4341
0.5684, 0.1718
0.2770, 0.8484
0.0371, 0.6308
0.5562, 0.0465
0.1400, 0.5602
0.3895, 0.9607
0.9010, 0.3428
0.4640, 0.8342
0.4550, 0.9404
0.3512, 0.9652
0.2945, 0.7869
0.6294, 0.1815
0.4410, 0.8656
0.8243, 0.2709
0.7996, 0.4002
0.1786, 0.6299
0.8061, 0.3868
0.6880, 0.0693
0.0638, 0.5677
0.1647, 0.7424
0.2362, 0.5419
0.9470, 0.3775
0.2965, 0.9070
0.6731, 0.1253
0.9503, 0.4496
0.0607, 0.6657
0.9797, 0.2779
0.1947, 0.6613
0.8744, 0.2847
0.7563, 0.3187
0.5851, 0.2034
0.4304, 0.8461
0.6329, 0.2191
0.4898, 0.7649
0.2321, 0.5447
0.8340, 0.2785
0.8393, 0.4891
0.6708, 0.1354
0.6540, 0.0566
0.0410, 0.7385
0.2795, 0.9735
0.8224, 0.4906
0.8263, 0.3832
0.6100, 0.0996
0.7826, 0.4605
0.5550, 0.0168
0.2228, 0.6425
0.2826, 0.9756
0.8330, 0.3571
0.4238, 0.8753
0.0953, 0.6319
0.2224, 0.5036
0.1882, 0.7307
0.9518, 0.4186
0.0793, 0.5667
0.2483, 0.5982
0.5802, 0.0566
0.0588, 0.5078
0.4734, 0.7926
0.1475, 0.6046
0.6357, 0.2173
0.6970, 0.0269
0.6189, 0.1152
0.5776, 0.0852
0.8160, 0.2855
0.2571, 0.8246
0.7028, 0.0950
0.9016, 0.3208
0.5094, 0.1362
0.0390, 0.6411
0.5652, 0.1492
0.1361, 0.5928
0.4066, 0.8762
0.0010, 0.5356
0.5769, 0.0270
0.4475, 0.9552
0.6396, 0.0450
0.6463, 0.1651
0.5878, 0.1593
0.4174, 0.9584
0.4234, 0.7985
0.0453, 0.7194
0.1323, 0.6045
0.3654, 0.7886
0.8778, 0.4038
0.4081, 0.7777
0.3780, 0.9913
0.1929, 0.6072
0.0741, 0.7207
0.6881, 0.0559
0.4534, 0.7575
0.3919, 0.8980
0.8840, 0.3045
0.8759, 0.4396
0.0481, 0.7138
0.5958, 0.0869
0.7414, 0.1562
0.9162, 0.4731
0.4357, 0.9756
0.4861, 0.9219
0.4586, 0.8876
0.3729, 0.8260
0.0407, 0.5857
0.5325, 0.1977
0.6112, 0.0109
0.2847, 0.7829
0.2870, 0.9796
0.8986, 0.4638
0.9928, 0.2778
0.4537, 0.9233
0.0245, 0.6397
0.2429, 0.7300
0.7346, 0.0924
0.1269, 0.6682
0.0744, 0.5493
0.8925, 0.2535
0.5546, 0.1840
0.1342, 0.5549
0.7087, 0.1256
0.0394, 0.5322
0.9453, 0.3133
0.9225, 0.4549
0.5272, 0.0090
0.1580, 0.5991
0.1440, 0.5949
0.8309, 0.3970
0.6737, 0.2029
0.4916, 0.7918
0.2028, 0.5621
0.1710, 0.5242
0.6482, 0.1925
0.5922, 0.0056
