-1.0, -0.0
-0.998, -0.0634
-0.992, -0.1266
-0.9819, -0.1893
-0.9679, -0.2511
-0.9501, -0.312
-0.9284, -0.3717
-0.9029, -0.4298
-0.8738, -0.4862
-0.8413, -0.5406
-0.8053, -0.5929
-0.766, -0.6428
-0.7237, -0.6901
-0.6785, -0.7346
-0.6306, -0.7761
-0.5801, -0.8146
-0.5272, -0.8497
-0.4723, -0.8815
-0.4154, -0.9096
-0.3569, -0.9341
-0.2969, -0.9549
-0.2358, -0.9718
-0.1736, -0.9848
-0.1108, -0.9938
-0.0476, -0.9989
0.0159, -0.9999
0.0792, -0.9969
0.1423, -0.9898
0.2048, -0.9788
0.2665, -0.9638
0.3271, -0.945
0.3863, -0.9224
0.4441, -0.896
0.5, -0.866
0.5539, -0.8326
0.6056, -0.7958
0.6549, -0.7557
0.7015, -0.7127
0.7453, -0.6668
0.7861, -0.6182
0.8237, -0.5671
0.858, -0.5137
0.8888, -0.4582
0.9161, -0.4009
0.9397, -0.342
0.9595, -0.2817
0.9754, -0.2203
0.9874, -0.158
0.9955, -0.0951
0.9995, -0.0317
0.9995, 0.0317
0.9955, 0.0951
0.9874, 0.158
0.9754, 0.2203
0.9595, 0.2817
0.9397, 0.342
0.9161, 0.4009
0.8888, 0.4582
0.858, 0.5137
0.8237, 0.5671
0.7861, 0.6182
0.7453, 0.6668
0.7015, 0.7127
0.6549, 0.7557
0.6056, 0.7958
0.5539, 0.8326
0.5, 0.866
0.4441, 0.896
0.3863, 0.9224
0.3271, 0.945
0.2665, 0.9638
0.2048, 0.9788
0.1423, 0.9898
0.0792, 0.9969
0.0159, 0.9999
-0.0476, 0.9989
-0.1108, 0.9938
-0.1736, 0.9848
-0.2358, 0.9718
-0.2969, 0.9549
-0.3569, 0.9341
-0.4154, 0.9096
-0.4723, 0.8815
-0.5272, 0.8497
-0.5801, 0.8146
-0.6306, 0.7761
-0.6785, 0.7346
-0.7237, 0.6901
-0.766, 0.6428
-0.8053, 0.5929
-0.8413, 0.5406
-0.8738, 0.4862
-0.9029, 0.4298
-0.9284, 0.3717
-0.9501, 0.312
-0.9679, 0.2511
-0.9819, 0.1893
-0.992, 0.1266
-0.998, 0.0634
-1.0, 0.0
